cellID,cellType,sampleID
HP1526901T2D_L4,beta cell,HP1526901T2D
HP1526901T2D_L5,beta cell,HP1526901T2D
HP1526901T2D_L6,beta cell,HP1526901T2D
HP1526901T2D_L7,gamma cell,HP1526901T2D
HP1526901T2D_M1,alpha cell,HP1526901T2D
HP1526901T2D_M13,epsilon cell,HP1526901T2D
HP1526901T2D_M14,ductal cell,HP1526901T2D
HP1526901T2D_M15,beta cell,HP1526901T2D
HP1526901T2D_M16,alpha cell,HP1526901T2D
HP1526901T2D_M18,acinar cell,HP1526901T2D
HP1526901T2D_M19,delta cell,HP1526901T2D
HP1526901T2D_M2,beta cell,HP1526901T2D
HP1526901T2D_M20,ductal cell,HP1526901T2D
HP1526901T2D_M21,alpha cell,HP1526901T2D
HP1526901T2D_M22,gamma cell,HP1526901T2D
HP1526901T2D_M23,alpha cell,HP1526901T2D
HP1526901T2D_M24,co-expression cell,HP1526901T2D
HP1526901T2D_M3,gamma cell,HP1526901T2D
HP1526901T2D_M4,alpha cell,HP1526901T2D
HP1526901T2D_M7,alpha cell,HP1526901T2D
HP1526901T2D_M8,ductal cell,HP1526901T2D
HP1526901T2D_N1,beta cell,HP1526901T2D
HP1526901T2D_N10,alpha cell,HP1526901T2D
HP1526901T2D_N11,ductal cell,HP1526901T2D
HP1526901T2D_N12,beta cell,HP1526901T2D
HP1526901T2D_N13,beta cell,HP1526901T2D
HP1526901T2D_N14,alpha cell,HP1526901T2D
HP1526901T2D_N15,alpha cell,HP1526901T2D
HP1526901T2D_N16,delta cell,HP1526901T2D
HP1526901T2D_N18,gamma cell,HP1526901T2D
HP1526901T2D_N19,gamma cell,HP1526901T2D
HP1526901T2D_N2,alpha cell,HP1526901T2D
HP1526901T2D_N20,gamma cell,HP1526901T2D
HP1526901T2D_N21,ductal cell,HP1526901T2D
HP1526901T2D_N23,beta cell,HP1526901T2D
HP1526901T2D_N3,beta cell,HP1526901T2D
HP1526901T2D_N4,acinar cell,HP1526901T2D
HP1526901T2D_N6,alpha cell,HP1526901T2D
HP1526901T2D_N7,acinar cell,HP1526901T2D
HP1526901T2D_N8,alpha cell,HP1526901T2D
HP1526901T2D_N9,alpha cell,HP1526901T2D
HP1526901T2D_O1,beta cell,HP1526901T2D
HP1526901T2D_O10,gamma cell,HP1526901T2D
HP1526901T2D_O12,mast cell,HP1526901T2D
HP1526901T2D_O13,beta cell,HP1526901T2D
HP1526901T2D_O14,beta cell,HP1526901T2D
HP1526901T2D_O15,beta cell,HP1526901T2D
HP1526901T2D_O17,beta cell,HP1526901T2D
HP1526901T2D_O19,acinar cell,HP1526901T2D
HP1526901T2D_O2,PSC cell,HP1526901T2D
HP1526901T2D_O21,alpha cell,HP1526901T2D
HP1526901T2D_O22,alpha cell,HP1526901T2D
HP1526901T2D_O23,alpha cell,HP1526901T2D
HP1526901T2D_O24,beta cell,HP1526901T2D
HP1526901T2D_O3,gamma cell,HP1526901T2D
HP1526901T2D_O4,ductal cell,HP1526901T2D
HP1526901T2D_O5,ductal cell,HP1526901T2D
HP1526901T2D_O6,alpha cell,HP1526901T2D
HP1526901T2D_O7,delta cell,HP1526901T2D
HP1526901T2D_O8,beta cell,HP1526901T2D
HP1526901T2D_O9,delta cell,HP1526901T2D
HP1526901T2D_P1,alpha cell,HP1526901T2D
HP1526901T2D_P10,beta cell,HP1526901T2D
HP1526901T2D_P11,beta cell,HP1526901T2D
HP1526901T2D_P12,alpha cell,HP1526901T2D
HP1526901T2D_P13,PSC cell,HP1526901T2D
HP1526901T2D_P14,alpha cell,HP1526901T2D
HP1526901T2D_P17,beta cell,HP1526901T2D
HP1526901T2D_P18,beta cell,HP1526901T2D
HP1526901T2D_P19,alpha cell,HP1526901T2D
HP1526901T2D_P2,alpha cell,HP1526901T2D
HP1526901T2D_P20,alpha cell,HP1526901T2D
HP1526901T2D_P21,alpha cell,HP1526901T2D
HP1526901T2D_P22,delta cell,HP1526901T2D
HP1526901T2D_P23,gamma cell,HP1526901T2D
HP1526901T2D_P4,beta cell,HP1526901T2D
HP1526901T2D_P7,beta cell,HP1526901T2D
HP1526901T2D_P9,beta cell,HP1526901T2D
